date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:23:49	3473/3473	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/ins.svg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/ins.svg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:49	769118/769118	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Sep%202023%2000:05:32%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/profile-pic.png	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/profile-pic.png	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:49	218812/218812	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jul%202023%2015:47:08%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/service/1.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/service/1.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:49	99421/99421	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jul%202023%2015:47:40%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/service/2.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/service/2.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:49	25897/25897	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jul%202023%2015:49:56%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/service/3.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/service/3.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:50	86190/86190	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jul%202023%2015:54:22%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/service/4.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/service/4.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:50	18582/18582	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20May%202018%2003:35:54%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/img-1.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/img-1.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:50	51309/51309	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20May%202018%2017:44:10%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/img-2.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/img-2.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:50	30552/30552	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20May%202018%2003:36:18%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/img-3.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/img-3.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:51	21408/21408	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20May%202018%2003:37:14%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/img-4.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/img-4.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:51	126348/126348	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20May%202022%2011:47:38%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/1.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/1.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:51	95999/95999	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20May%202022%2011:47:44%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/2.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/2.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:51	41146/41146	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20May%202022%2011:47:50%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/3.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/3.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:51	53616/53616	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20May%202022%2011:47:56%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/4.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/4.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:52	48566/48566	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20May%202022%2011:48:00%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/5.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/5.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:52	53086/53086	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20May%202022%2011:48:14%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/6.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/6.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:52	51495/51495	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:47:54%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/7.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/7.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:52	57403/57403	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:48:08%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/8.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/8.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:52	35118/35118	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Oct%202020%2018:48:16%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/portfolio/9.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/portfolio/9.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:53	15509/15509	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2017:49:40%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/blog/1.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/blog/1.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:53	11886/11886	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2017:49:20%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/blog/2.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/blog/2.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:53	15817/15817	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2017:49:32%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/blog/3.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/blog/3.jpg	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:53	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22650481c4-4d7%22	https://bestwpware.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	F:/Websites/Portfolio/bestwpware.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:54	97163/97163	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2003%20Oct%202018%2001:14:38%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/jquery-1.12.4.min.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/jquery-1.12.4.min.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:55	60554/60554	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Mar%202023%2020:48:04%20GMT	https://bestwpware.com/html/tf/jawan-demo/bootstrap/js/bootstrap.min.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/bootstrap/js/bootstrap.min.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:55	1966/1966	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202023%2012:56:34%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/script.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/script.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:55	5594/5594	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Sep%202023%2018:24:22%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/imagesloaded.pkgd.min.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/imagesloaded.pkgd.min.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:55	14420/14420	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Sep%202023%2018:24:22%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/anime.min.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/anime.min.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:56	20231/20231	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2002%20Jun%202018%2017:40:38%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/jquery.magnific-popup.min.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/jquery.magnific-popup.min.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:56	23890/23890	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202014%2004:48:58%20GMT	https://bestwpware.com/html/tf/jawan-demo/owlcarousel/js/owl.carousel.min.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/owlcarousel/js/owl.carousel.min.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:58	66672/66672	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Sep%202023%2015:23:57%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/jquery.mixitup.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/jquery.mixitup.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:58	4228/4228	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Nov%202015%2000:12:34%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/jquery.appear.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/jquery.appear.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:58	11194/11194	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2019%20Mar%202019%2000:47:20%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/venobox.min.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/venobox.min.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:23:59	4709/4709	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Sep%202023%2015:52:00%20GMT	https://bestwpware.com/html/tf/jawan-demo/js/menu.js	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/js/menu.js	(from https://bestwpware.com/html/tf/jawan-demo/)
21:24:00	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont.eot?v=4.7.0	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont3e6e.eot	(from https://bestwpware.com/html/tf/jawan-demo/fonts/font-awesome.min.css)
21:24:02	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont.eot?	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfontd41d.eot	(from https://bestwpware.com/html/tf/jawan-demo/fonts/font-awesome.min.css)
21:24:02	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont.woff2?v=4.7.0	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont3e6e.woff2	(from https://bestwpware.com/html/tf/jawan-demo/fonts/font-awesome.min.css)
21:24:03	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont.woff?v=4.7.0	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont3e6e.woff	(from https://bestwpware.com/html/tf/jawan-demo/fonts/font-awesome.min.css)
21:24:04	165548/165548	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont.ttf?v=4.7.0	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont3e6e.ttf	(from https://bestwpware.com/html/tf/jawan-demo/fonts/font-awesome.min.css)
21:24:06	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2023%20May%202017%2021:43:52%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont.svg?v=4.7.0	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/fontawesome-webfont3e6e.svg	(from https://bestwpware.com/html/tf/jawan-demo/fonts/font-awesome.min.css)
21:24:06	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/themify.eot?-fvbane	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/themify9f24.eot	(from https://bestwpware.com/html/tf/jawan-demo/fonts/themify-icons.css)
21:24:07	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/themify.eot?	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/themifyd41d.eot	(from https://bestwpware.com/html/tf/jawan-demo/fonts/themify-icons.css)
21:24:07	56108/56108	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/themify.woff?-fvbane	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/themify9f24.woff	(from https://bestwpware.com/html/tf/jawan-demo/fonts/themify-icons.css)
21:24:08	78584/78584	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/themify.ttf?-fvbane	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/themify9f24.ttf	(from https://bestwpware.com/html/tf/jawan-demo/fonts/themify-icons.css)
21:24:09	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2004%20Oct%202018%2021:05:56%20GMT	https://bestwpware.com/html/tf/jawan-demo/fonts/themify.svg?-fvbane	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/fonts/themify9f24.svg	(from https://bestwpware.com/html/tf/jawan-demo/fonts/themify-icons.css)
21:24:10	66672/66672	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Sep%202023%2015:24:09%20GMT	https://bestwpware.com/html/tf/jawan-demo/owlcarousel/css/grabbing.png	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/owlcarousel/css/grabbing.png	(from https://bestwpware.com/html/tf/jawan-demo/owlcarousel/css/owl.carousel.css)
21:24:11	66672/66672	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Sep%202023%2015:24:10%20GMT	https://bestwpware.com/html/tf/jawan-demo/owlcarousel/css/AjaxLoader.gif	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/owlcarousel/css/AjaxLoader.gif	(from https://bestwpware.com/html/tf/jawan-demo/owlcarousel/css/owl.theme.css)
21:24:12	96919/96919	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Sep%202023%2014:26:52%20GMT	https://bestwpware.com/html/tf/jawan-demo/img/bg.jpg	F:/Websites/Portfolio/bestwpware.com/html/tf/jawan-demo/img/bg.jpg	(from https://bestwpware.com/html/tf/jawan-demo/css/style.css)
